".id","forkdate","url","login","location","company","created_at"
"glidership777/Imager.js","2013-12-10T11:57:53Z","https://api.github.com/repos/glidership777/Imager.js","glidership777",NA,NA,"2013-11-11T21:41:41Z"
"gunnarbittersmann/Imager.js","2013-12-10T10:56:17Z","https://api.github.com/repos/gunnarbittersmann/Imager.js","gunnarbittersmann",NA,NA,"2010-09-21T13:23:18Z"
"nikai3d/Imager.js","2013-12-10T09:56:11Z","https://api.github.com/repos/nikai3d/Imager.js","nikai3d","Kitzbühel, Austria",NA,"2010-11-24T10:41:21Z"
"hikikomorime/Imager.js","2013-12-10T08:11:38Z","https://api.github.com/repos/hikikomorime/Imager.js","hikikomorime",NA,NA,"2012-07-01T23:26:41Z"
"vdt/Imager.js","2013-12-10T05:01:43Z","https://api.github.com/repos/vdt/Imager.js","vdt",NA,NA,"2012-05-30T09:12:36Z"
"kod3r/Imager.js","2013-12-09T18:56:33Z","https://api.github.com/repos/kod3r/Imager.js","kod3r",NA,NA,"2011-03-07T20:41:51Z"
"dblchu/Imager.js","2013-12-09T17:28:38Z","https://api.github.com/repos/dblchu/Imager.js","dblchu","United Kingdom",NA,"2012-07-13T21:55:28Z"
"benediktgirz/Imager.js","2013-12-09T16:30:45Z","https://api.github.com/repos/benediktgirz/Imager.js","benediktgirz","San Francisco",NA,"2013-08-09T14:58:07Z"
"danielshir/Imager.js","2013-12-09T12:59:21Z","https://api.github.com/repos/danielshir/Imager.js","danielshir",NA,NA,"2011-06-26T07:49:01Z"
"dmorosinotto/Imager.js","2013-12-09T11:05:59Z","https://api.github.com/repos/dmorosinotto/Imager.js","dmorosinotto",NA,NA,"2013-03-27T05:33:00Z"
"shengli1989/Imager.js","2013-11-29T09:50:44Z","https://api.github.com/repos/shengli1989/Imager.js","shengli1989",NA,NA,"2013-03-12T07:35:51Z"
"noren/Imager.js","2013-11-25T16:49:05Z","https://api.github.com/repos/noren/Imager.js","noren",NA,NA,"2010-12-03T11:45:08Z"
"prasadMS/Imager.js","2013-11-25T05:56:14Z","https://api.github.com/repos/prasadMS/Imager.js","prasadMS",NA,NA,"2013-11-06T10:14:36Z"
"pandroid/Imager.js","2013-11-22T08:31:46Z","https://api.github.com/repos/pandroid/Imager.js","pandroid",NA,NA,"2011-11-30T11:25:46Z"
"CondeNast/Imager.js","2013-11-18T17:58:32Z","https://api.github.com/repos/CondeNast/Imager.js","CondeNast","New York",NA,"2011-08-29T20:59:32Z"
"janardhannallapati/Imager.js","2013-11-09T09:13:01Z","https://api.github.com/repos/janardhannallapati/Imager.js","janardhannallapati",NA,NA,"2012-11-13T04:24:47Z"
"raider5/Imager.js","2013-11-05T17:33:54Z","https://api.github.com/repos/raider5/Imager.js","raider5",NA,NA,"2009-12-10T22:41:49Z"
"laurentperez/Imager.js","2013-11-03T12:11:49Z","https://api.github.com/repos/laurentperez/Imager.js","laurentperez",NA,NA,"2011-09-27T21:46:23Z"
"zmmorabya/Imager.js","2013-09-11T14:48:37Z","https://api.github.com/repos/zmmorabya/Imager.js","zmmorabya",NA,NA,"2012-01-23T20:06:33Z"
"mubon/Imager.js","2013-09-08T05:40:41Z","https://api.github.com/repos/mubon/Imager.js","mubon",NA,NA,"2012-12-30T11:45:33Z"
"icezombie/Imager.js","2013-09-05T17:21:45Z","https://api.github.com/repos/icezombie/Imager.js","icezombie",NA,NA,"2013-09-05T17:16:49Z"
"Bhasky/Imager.js","2013-08-27T12:08:11Z","https://api.github.com/repos/Bhasky/Imager.js","Bhasky","Chennai",NA,"2012-06-13T12:07:53Z"
"oki/Imager.js","2013-08-27T10:48:58Z","https://api.github.com/repos/oki/Imager.js","oki","Poland",NA,"2008-05-26T07:24:52Z"
"ralucaStan/Imager.js","2013-08-27T08:01:22Z","https://api.github.com/repos/ralucaStan/Imager.js","ralucaStan",NA,NA,"2012-04-10T08:07:20Z"
"nyashass/Imager.js","2013-08-26T14:49:27Z","https://api.github.com/repos/nyashass/Imager.js","nyashass",NA,NA,"2013-03-07T20:35:12Z"
"luco/Imager.js","2013-08-26T14:42:22Z","https://api.github.com/repos/luco/Imager.js","luco",NA,NA,"2010-04-18T00:09:31Z"
"chambita/Imager.js","2013-08-20T10:26:09Z","https://api.github.com/repos/chambita/Imager.js","chambita",NA,NA,"2013-07-31T23:15:42Z"
"StevePFLC/Imager.js","2013-08-16T05:37:23Z","https://api.github.com/repos/StevePFLC/Imager.js","StevePFLC",NA,NA,"2013-03-06T10:19:47Z"
"yaobos/Imager.js","2013-08-16T01:10:29Z","https://api.github.com/repos/yaobos/Imager.js","yaobos",NA,NA,"2013-08-06T06:27:48Z"
"atticusbrooks/Imager.js","2013-08-16T00:48:33Z","https://api.github.com/repos/atticusbrooks/Imager.js","atticusbrooks",NA,NA,"2013-08-16T00:45:59Z"
"Shikako/Imager.js","2013-08-14T19:20:13Z","https://api.github.com/repos/Shikako/Imager.js","Shikako",NA,NA,"2012-12-24T01:45:29Z"
"stevenjack/chef-cookbooks","2013-12-24T10:02:01Z","https://api.github.com/repos/stevenjack/chef-cookbooks","stevenjack","London","","2010-12-17T22:40:15Z"
"jyang09/alephant","2015-01-08T18:23:04Z","https://api.github.com/repos/jyang09/alephant","jyang09",NA,NA,"2015-01-08T17:51:12Z"
"jaxxstorm/jruby-rpm","2014-10-23T23:47:46Z","https://api.github.com/repos/jaxxstorm/jruby-rpm","jaxxstorm","London",NA,"2012-04-08T11:02:19Z"
"Paulche/jruby-rpm","2014-07-29T07:23:14Z","https://api.github.com/repos/Paulche/jruby-rpm","Paulche",NA,NA,"2011-01-09T12:03:06Z"
"youngmountain/npmrc-switcher","2014-06-19T07:50:32Z","https://api.github.com/repos/youngmountain/npmrc-switcher","youngmountain","",NA,"2014-05-09T15:43:30Z"
"benbelow/alephant-lookup","2015-01-20T15:35:49Z","https://api.github.com/repos/benbelow/alephant-lookup","benbelow","","Softwire","2014-09-04T08:54:45Z"
"pimterry/alephant-logger","2015-02-27T11:57:12Z","https://api.github.com/repos/pimterry/alephant-logger","pimterry","London, UK","Softwire","2012-03-11T22:59:18Z"
"benbelow/alephant-logger","2015-01-20T11:55:56Z","https://api.github.com/repos/benbelow/alephant-logger","benbelow","","Softwire","2014-09-04T08:54:45Z"
"tnyuan/alephant-preview","2014-02-28T10:34:07Z","https://api.github.com/repos/tnyuan/alephant-preview","tnyuan",NA,NA,"2011-05-22T16:04:52Z"
"iaincollins/8-Ways-To-Improve-Your-Grunt-Setup","2014-07-23T00:58:17Z","https://api.github.com/repos/iaincollins/8-Ways-To-Improve-Your-Grunt-Setup","iaincollins","London","","2011-02-01T21:59:40Z"
"OdinsHat/8-Ways-To-Improve-Your-Grunt-Setup","2014-06-15T21:51:40Z","https://api.github.com/repos/OdinsHat/8-Ways-To-Improve-Your-Grunt-Setup","OdinsHat","Birmingham, UK","","2011-09-19T10:17:06Z"
"JakeChampion/alephant-harness","2014-07-08T13:11:24Z","https://api.github.com/repos/JakeChampion/alephant-harness","JakeChampion","","","2012-03-23T18:41:14Z"
"wildlyinaccurate/pr-templates","2015-02-27T09:43:40Z","https://api.github.com/repos/wildlyinaccurate/pr-templates","wildlyinaccurate","","BBC","2011-05-17T19:49:06Z"
"Mark-JM/chintz-parser-php","2015-01-14T11:42:40Z","https://api.github.com/repos/Mark-JM/chintz-parser-php","Mark-JM","London","BBC","2011-07-13T02:20:13Z"
"ravipython59/alephant-logger-cloudwatch","2015-05-28T11:16:37Z","https://api.github.com/repos/ravipython59/alephant-logger-cloudwatch","ravipython59",NA,NA,"2015-05-10T15:50:26Z"
"stevenjack/sonitus","2015-07-15T17:30:31Z","https://api.github.com/repos/stevenjack/sonitus","stevenjack","London","","2010-12-17T22:40:15Z"
"youisbaby/sonitus","2015-05-19T09:06:46Z","https://api.github.com/repos/youisbaby/sonitus","youisbaby",NA,NA,"2011-08-09T00:13:07Z"
"ajohnstone/cloudwatch-sender","2015-06-03T10:53:27Z","https://api.github.com/repos/ajohnstone/cloudwatch-sender","ajohnstone","London","Photobox","2009-12-29T11:36:08Z"
"jlwilson86/tal","2015-07-11T13:54:20Z","https://api.github.com/repos/jlwilson86/tal","jlwilson86","","","2013-07-17T16:59:51Z"
"24i/tal","2015-07-07T11:59:33Z","https://api.github.com/repos/24i/tal","24i","Amsterdam, The Netherlands",NA,"2012-04-02T08:44:01Z"
"tamm0/tal","2015-07-01T10:30:56Z","https://api.github.com/repos/tamm0/tal","tamm0",NA,NA,"2012-01-05T23:18:23Z"
"cooljc/tal","2015-05-08T14:39:48Z","https://api.github.com/repos/cooljc/tal","cooljc",NA,NA,"2011-05-30T10:21:42Z"
"bastuijnman/tal","2015-05-08T10:11:13Z","https://api.github.com/repos/bastuijnman/tal","bastuijnman","Amsterdam","24i","2011-06-15T09:05:47Z"
"ZeboFranklin/tal","2015-04-21T16:12:52Z","https://api.github.com/repos/ZeboFranklin/tal","ZeboFranklin",NA,NA,"2010-01-22T11:31:56Z"
"vonwenm/tal","2015-04-14T17:19:24Z","https://api.github.com/repos/vonwenm/tal","vonwenm","London,UK","Huuzlee Ltd","2010-11-13T10:10:59Z"
"joeyjojo/tal","2015-03-24T22:44:49Z","https://api.github.com/repos/joeyjojo/tal","joeyjojo","","","2011-12-02T13:03:15Z"
"torbenschmidt/tal","2015-03-12T10:38:25Z","https://api.github.com/repos/torbenschmidt/tal","torbenschmidt","Braunschweig, Germany","CoDeTV","2012-05-16T10:18:04Z"
"venkatpilla/tal","2015-03-06T14:31:46Z","https://api.github.com/repos/venkatpilla/tal","venkatpilla",NA,NA,"2013-12-03T16:46:11Z"
"UKTV/tal","2015-02-11T12:51:48Z","https://api.github.com/repos/UKTV/tal","UKTV","London",NA,"2012-08-02T10:19:13Z"
"owensgit/tal","2015-01-28T20:10:16Z","https://api.github.com/repos/owensgit/tal","owensgit",NA,"UKTV","2012-07-09T15:19:45Z"
"markhext/tal","2014-11-25T10:27:23Z","https://api.github.com/repos/markhext/tal","markhext","London","Dudos Online Ltd","2013-12-10T13:04:30Z"
"winstongit/tal","2014-11-14T09:55:27Z","https://api.github.com/repos/winstongit/tal","winstongit","china","androidbox","2013-03-22T01:56:35Z"
"adrexia/tal","2014-11-10T22:52:15Z","https://api.github.com/repos/adrexia/tal","adrexia","Wellington","","2011-08-16T22:39:53Z"
"joeromero/tal","2014-11-09T18:22:58Z","https://api.github.com/repos/joeromero/tal","joeromero","barcelona","www.appintelligent.com","2012-05-13T08:41:07Z"
"peterthompson/tal","2014-10-31T10:06:20Z","https://api.github.com/repos/peterthompson/tal","peterthompson","United Kingdom","Arqiva","2013-07-24T08:58:50Z"
"viniciusgiovanini/tal","2014-10-26T00:23:55Z","https://api.github.com/repos/viniciusgiovanini/tal","viniciusgiovanini",NA,NA,"2014-10-26T00:22:34Z"
"zia-choudary/tal","2014-09-15T11:05:45Z","https://api.github.com/repos/zia-choudary/tal","zia-choudary","","","2014-03-27T15:17:37Z"
"katie-roberts/tal","2014-09-10T20:31:56Z","https://api.github.com/repos/katie-roberts/tal","katie-roberts","Manchester","BBC","2010-11-16T13:16:26Z"
"mackstar/tal","2014-09-02T09:12:22Z","https://api.github.com/repos/mackstar/tal","mackstar","Leeds, UK",NA,"2010-02-05T03:32:01Z"
"djb201010/tal","2014-08-22T09:41:37Z","https://api.github.com/repos/djb201010/tal","djb201010",NA,NA,"2013-08-30T00:45:40Z"
"mlin6436/tal","2014-08-08T19:26:21Z","https://api.github.com/repos/mlin6436/tal","mlin6436","United Kingdom","","2012-11-05T17:30:57Z"
"lukejpreston/tal","2014-07-17T14:36:05Z","https://api.github.com/repos/lukejpreston/tal","lukejpreston","Manchester","BBC","2013-04-11T18:01:00Z"
"tjenkinson/tal","2014-07-14T14:05:49Z","https://api.github.com/repos/tjenkinson/tal","tjenkinson","","","2013-01-13T21:31:25Z"
"tgandrews/tal","2014-07-01T16:41:48Z","https://api.github.com/repos/tgandrews/tal","tgandrews","Manchester, UK","","2010-01-12T18:40:01Z"
"sergiopanseri/tal","2014-06-10T10:34:44Z","https://api.github.com/repos/sergiopanseri/tal","sergiopanseri",NA,NA,"2013-10-24T10:34:31Z"
"kunhong/tal","2014-06-05T06:16:42Z","https://api.github.com/repos/kunhong/tal","kunhong",NA,NA,"2013-07-23T04:58:51Z"
"shinkyu/tal","2014-05-27T09:14:00Z","https://api.github.com/repos/shinkyu/tal","shinkyu","Taiwan",NA,"2013-02-25T02:12:05Z"
"bunrithlim/tal","2014-05-24T13:35:29Z","https://api.github.com/repos/bunrithlim/tal","bunrithlim",NA,NA,"2014-01-14T04:41:13Z"
"JohnSmall/tal","2014-04-09T14:00:32Z","https://api.github.com/repos/JohnSmall/tal","JohnSmall","Faversham, Kent, UK","Mindoro Marine Ltd","2008-12-06T13:37:46Z"
"sudheeshb/tal","2014-04-06T15:20:27Z","https://api.github.com/repos/sudheeshb/tal","sudheeshb",NA,NA,"2013-06-03T08:16:30Z"
"jherkenrath/tal","2014-04-01T11:57:20Z","https://api.github.com/repos/jherkenrath/tal","jherkenrath","Cologne, Germany","G&L Geißendörfer & Leschinsky GmbH","2013-03-28T12:30:10Z"
"ebu/tal","2014-02-27T13:10:13Z","https://api.github.com/repos/ebu/tal","ebu","",NA,"2012-10-31T16:06:28Z"
"thehogfather/tal","2014-02-06T12:41:54Z","https://api.github.com/repos/thehogfather/tal","thehogfather","United Kingdom",NA,"2011-12-24T14:40:30Z"
"bradparks/tal","2014-01-12T19:23:11Z","https://api.github.com/repos/bradparks/tal","bradparks","Fredericton, New Brunswick, Canada",NA,"2010-01-19T15:35:26Z"
"rsjtaylor/tal","2014-01-10T12:12:14Z","https://api.github.com/repos/rsjtaylor/tal","rsjtaylor",NA,NA,"2013-02-21T10:34:10Z"
"ericpugh/tal","2013-12-03T19:54:18Z","https://api.github.com/repos/ericpugh/tal","ericpugh","Washington, DC","","2011-11-07T00:58:14Z"
"arqivagit/tal","2013-11-25T15:28:40Z","https://api.github.com/repos/arqivagit/tal","arqivagit",NA,NA,"2013-11-25T15:25:52Z"
"jlengdobler/tal","2013-11-08T14:15:28Z","https://api.github.com/repos/jlengdobler/tal","jlengdobler","Regensburg/ Bavaria","Uni Regensburg","2013-07-08T10:45:32Z"
"KarenPudner/tal","2013-11-04T15:16:47Z","https://api.github.com/repos/KarenPudner/tal","KarenPudner",NA,NA,"2013-11-04T14:16:08Z"
"jak/tal","2013-11-01T10:55:19Z","https://api.github.com/repos/jak/tal","jak","UK","MOO","2010-01-28T14:25:42Z"
"msandbichler/tal","2013-10-26T10:34:36Z","https://api.github.com/repos/msandbichler/tal","msandbichler",NA,NA,"2011-12-05T19:09:05Z"
"rickhuby/tal","2013-10-24T19:37:55Z","https://api.github.com/repos/rickhuby/tal","rickhuby","","","2011-09-12T11:41:31Z"
"AndrejAndb/tal","2013-10-23T08:26:43Z","https://api.github.com/repos/AndrejAndb/tal","AndrejAndb","Russia",NA,"2011-04-16T15:30:54Z"
"nickgerig/tal","2013-10-14T14:26:24Z","https://api.github.com/repos/nickgerig/tal","nickgerig","Valencia, Spain","http://nubito.technology","2013-03-19T14:47:02Z"
"eileen-abc/tal","2013-09-26T04:49:14Z","https://api.github.com/repos/eileen-abc/tal","eileen-abc",NA,NA,"2013-09-12T01:41:10Z"
"dcsch/tal","2013-09-24T05:33:32Z","https://api.github.com/repos/dcsch/tal","dcsch","Los Angeles, CA","","2010-10-15T11:55:39Z"
"pollym/tal","2013-09-23T13:41:24Z","https://api.github.com/repos/pollym/tal","pollym",NA,NA,"2013-09-18T09:31:14Z"
"oncletom/tal","2013-09-23T11:23:23Z","https://api.github.com/repos/oncletom/tal","oncletom","London, United Kingdom","BBC R&D","2009-10-12T11:41:18Z"
"davidle/tal","2013-09-19T15:06:45Z","https://api.github.com/repos/davidle/tal","davidle","","","2011-10-28T14:25:41Z"
"wordswords/tal","2013-08-19T13:06:56Z","https://api.github.com/repos/wordswords/tal","wordswords","","BBC","2011-06-27T22:04:41Z"
"thomas-lee/tal","2013-08-08T02:57:35Z","https://api.github.com/repos/thomas-lee/tal","thomas-lee","Hong Kong","","2012-03-22T01:39:52Z"
"jenkinl1/tal","2013-08-07T18:39:39Z","https://api.github.com/repos/jenkinl1/tal","jenkinl1",NA,NA,"2013-08-07T17:09:20Z"
"lloydk04/tal","2013-08-02T13:19:32Z","https://api.github.com/repos/lloydk04/tal","lloydk04","","","2013-08-02T13:18:24Z"
"kaichanvong/tal","2013-07-20T15:21:23Z","https://api.github.com/repos/kaichanvong/tal","kaichanvong","Internetz? London, United Kingdom (UK)","","2010-03-31T13:13:56Z"
"yameen/tal","2013-07-06T22:33:19Z","https://api.github.com/repos/yameen/tal","yameen",NA,NA,"2012-01-16T14:09:10Z"
"itamayo/tal","2013-06-26T11:48:44Z","https://api.github.com/repos/itamayo/tal","itamayo","","","2013-03-01T12:49:34Z"
"fabiant7t/tal","2013-06-13T09:20:20Z","https://api.github.com/repos/fabiant7t/tal","fabiant7t","Vienna, Austria","schnee von morgen webTV GmbH","2009-05-06T09:33:47Z"
"barroco/tal","2013-06-03T10:28:26Z","https://api.github.com/repos/barroco/tal","barroco","Geneva, Switzerland","EBU Media Technology and Innovation","2012-07-19T09:24:11Z"
"sprice/tal","2013-05-31T18:24:24Z","https://api.github.com/repos/sprice/tal","sprice","Vancouver","Reelhouse","2009-12-10T07:38:16Z"
"philip-larssen/tal","2013-05-13T07:54:01Z","https://api.github.com/repos/philip-larssen/tal","philip-larssen",NA,NA,"2013-05-13T07:51:49Z"
"ITV/tal","2013-05-09T10:14:56Z","https://api.github.com/repos/ITV/tal","ITV","",NA,"2011-02-18T12:16:39Z"
"drpacman/tal","2013-05-03T08:41:37Z","https://api.github.com/repos/drpacman/tal","drpacman","","","2012-01-08T22:24:48Z"
"jcobbctv/tal","2013-05-02T12:00:37Z","https://api.github.com/repos/jcobbctv/tal","jcobbctv","Media City/Salford","BBC","2013-02-21T10:27:26Z"
"couderhans/tal","2013-04-26T14:06:41Z","https://api.github.com/repos/couderhans/tal","couderhans",NA,"Anova R&D","2010-02-16T09:04:39Z"
"yfuna/tal","2013-04-15T08:03:01Z","https://api.github.com/repos/yfuna/tal","yfuna",NA,NA,"2011-10-04T06:19:45Z"
"mbbn/dideban","2013-04-13T14:08:15Z","https://api.github.com/repos/mbbn/dideban","mbbn",NA,NA,"2012-09-04T08:53:13Z"
"uregi/tal","2013-04-09T13:51:19Z","https://api.github.com/repos/uregi/tal","uregi",NA,NA,"2013-04-09T13:50:59Z"
"dhurrell/tal","2013-04-05T14:37:40Z","https://api.github.com/repos/dhurrell/tal","dhurrell","","","2013-02-22T10:56:20Z"
"shobhadeepak/tal","2013-04-05T11:38:42Z","https://api.github.com/repos/shobhadeepak/tal","shobhadeepak",NA,NA,"2013-04-04T08:13:44Z"
"Stranger86/tal","2013-04-03T15:43:33Z","https://api.github.com/repos/Stranger86/tal","Stranger86",NA,NA,"2012-05-11T18:15:25Z"
"ramhemasri/tal","2013-04-02T16:01:08Z","https://api.github.com/repos/ramhemasri/tal","ramhemasri","London, UK",NA,"2013-01-30T22:57:53Z"
"LarsGrevelink/tal","2013-04-02T11:29:21Z","https://api.github.com/repos/LarsGrevelink/tal","LarsGrevelink","Amsterdam Area, The Netherlands","24i","2012-04-02T08:42:30Z"
"danjme/tal","2013-04-02T10:16:23Z","https://api.github.com/repos/danjme/tal","danjme","London, UK","We Love Web Stuff Limited","2011-01-18T05:51:16Z"
"ramanathanr/tal","2013-04-02T07:02:45Z","https://api.github.com/repos/ramanathanr/tal","ramanathanr","Bangalore",NA,"2012-09-07T08:52:30Z"
"landeiro/tal","2013-04-01T18:09:51Z","https://api.github.com/repos/landeiro/tal","landeiro","Lisbon","RTP - Portuguese Public TV/Radio Broadcaster","2009-03-31T09:17:24Z"
"tomliversidge/tal","2013-04-01T16:38:27Z","https://api.github.com/repos/tomliversidge/tal","tomliversidge",NA,NA,"2012-02-14T17:32:09Z"
"sangphil/tal","2013-03-31T00:10:15Z","https://api.github.com/repos/sangphil/tal","sangphil","","","2012-05-11T07:16:22Z"
"papiguy/tal","2013-03-28T14:21:18Z","https://api.github.com/repos/papiguy/tal","papiguy","","","2011-06-03T23:42:54Z"
"BantouTV/tal","2013-03-28T06:52:04Z","https://api.github.com/repos/BantouTV/tal","BantouTV",NA,NA,"2013-03-26T06:39:17Z"
"ixalon/tal","2013-03-27T21:19:40Z","https://api.github.com/repos/ixalon/tal","ixalon","Edinburgh",NA,"2010-02-18T18:11:08Z"
"trestles/tal","2013-03-27T21:00:29Z","https://api.github.com/repos/trestles/tal","trestles",NA,NA,"2010-12-25T22:48:03Z"
"JonB/tal","2013-03-27T13:14:49Z","https://api.github.com/repos/JonB/tal","JonB","London","BBC Digital","2010-01-27T15:34:04Z"
"liudong/tal","2013-03-27T12:58:37Z","https://api.github.com/repos/liudong/tal","liudong","Manchester, United Kingdom","BBC","2009-11-20T13:05:26Z"
"ianarundale/tal","2013-03-26T17:49:32Z","https://api.github.com/repos/ianarundale/tal","ianarundale","London/Manchester","British Broadcasting Corporation","2011-02-17T10:23:14Z"
"davidbuckhurst/tal","2013-03-26T17:25:43Z","https://api.github.com/repos/davidbuckhurst/tal","davidbuckhurst",NA,NA,"2012-05-19T20:14:21Z"
"AlexChesters/talexample","2015-07-10T10:23:02Z","https://api.github.com/repos/AlexChesters/talexample","AlexChesters","Warrington","BBC","2015-01-16T08:18:47Z"
"tamm0/talexample","2015-07-01T10:40:16Z","https://api.github.com/repos/tamm0/talexample","tamm0",NA,NA,"2012-01-05T23:18:23Z"
"joeyjojo/talexample","2015-06-10T21:31:46Z","https://api.github.com/repos/joeyjojo/talexample","joeyjojo","","","2011-12-02T13:03:15Z"
"Guisch/talexample","2015-05-20T19:09:06Z","https://api.github.com/repos/Guisch/talexample","Guisch","France","","2012-03-02T16:56:56Z"
"ULANCFIC/tal","2015-04-27T09:36:43Z","https://api.github.com/repos/ULANCFIC/tal","ULANCFIC",NA,NA,"2015-04-27T09:09:27Z"
"vonwenm/talexample","2015-04-19T11:52:54Z","https://api.github.com/repos/vonwenm/talexample","vonwenm","London,UK","Huuzlee Ltd","2010-11-13T10:10:59Z"
"viniciusgiovanini/talexample","2014-10-26T00:39:56Z","https://api.github.com/repos/viniciusgiovanini/talexample","viniciusgiovanini",NA,NA,"2014-10-26T00:22:34Z"
"djb201010/talexample","2014-08-22T09:43:53Z","https://api.github.com/repos/djb201010/talexample","djb201010",NA,NA,"2013-08-30T00:45:40Z"
"oncletom/talexample","2014-07-28T16:21:17Z","https://api.github.com/repos/oncletom/talexample","oncletom","London, United Kingdom","BBC R&D","2009-10-12T11:41:18Z"
"cpplover/talexample","2014-06-26T08:01:09Z","https://api.github.com/repos/cpplover/talexample","cpplover","Seongnam","","2012-10-09T12:37:36Z"
"shinkyu/talexample","2014-05-27T09:31:21Z","https://api.github.com/repos/shinkyu/talexample","shinkyu","Taiwan",NA,"2013-02-25T02:12:05Z"
"ebu/talexample","2014-04-04T15:44:41Z","https://api.github.com/repos/ebu/talexample","ebu","",NA,"2012-10-31T16:06:28Z"
"aksakalli/talexample","2014-04-04T13:57:01Z","https://api.github.com/repos/aksakalli/talexample","aksakalli","Germany","","2012-07-08T18:52:42Z"
"pobed2/talexample","2014-04-02T18:42:38Z","https://api.github.com/repos/pobed2/talexample","pobed2",NA,NA,"2012-01-22T20:51:01Z"
"rsjtaylor/talexample","2014-01-16T15:24:59Z","https://api.github.com/repos/rsjtaylor/talexample","rsjtaylor",NA,NA,"2013-02-21T10:34:10Z"
"arqivagit/talexample","2013-11-25T15:31:10Z","https://api.github.com/repos/arqivagit/talexample","arqivagit",NA,NA,"2013-11-25T15:25:52Z"
"msandbichler/talexample","2013-10-26T11:45:16Z","https://api.github.com/repos/msandbichler/talexample","msandbichler",NA,NA,"2011-12-05T19:09:05Z"
"eileen-abc/talexample","2013-09-26T05:35:42Z","https://api.github.com/repos/eileen-abc/talexample","eileen-abc",NA,NA,"2013-09-12T01:41:10Z"
"keylase/talexample","2013-09-23T02:24:31Z","https://api.github.com/repos/keylase/talexample","keylase",NA,NA,"2012-07-05T20:05:12Z"
"davidle/talexample","2013-09-19T15:23:18Z","https://api.github.com/repos/davidle/talexample","davidle","","","2011-10-28T14:25:41Z"
"jcobbctv/talexample","2013-08-20T20:52:50Z","https://api.github.com/repos/jcobbctv/talexample","jcobbctv","Media City/Salford","BBC","2013-02-21T10:27:26Z"
"ianarundale/talexample","2013-08-14T08:29:38Z","https://api.github.com/repos/ianarundale/talexample","ianarundale","London/Manchester","British Broadcasting Corporation","2011-02-17T10:23:14Z"
"LewisGoodwin/talexample","2013-07-04T08:39:04Z","https://api.github.com/repos/LewisGoodwin/talexample","LewisGoodwin","","","2013-06-06T10:20:09Z"
"sprice/talexample","2013-05-31T21:52:56Z","https://api.github.com/repos/sprice/talexample","sprice","Vancouver","Reelhouse","2009-12-10T07:38:16Z"
"shobhadeepak/talexample","2013-04-04T08:14:27Z","https://api.github.com/repos/shobhadeepak/talexample","shobhadeepak",NA,NA,"2013-04-04T08:13:44Z"
"rehanrameez/talexample","2013-04-03T08:10:04Z","https://api.github.com/repos/rehanrameez/talexample","rehanrameez",NA,NA,"2013-04-03T06:41:28Z"
"danjme/talexample","2013-04-02T11:46:25Z","https://api.github.com/repos/danjme/talexample","danjme","London, UK","We Love Web Stuff Limited","2011-01-18T05:51:16Z"
"redsnapper8t8/talexample","2013-03-28T09:23:04Z","https://api.github.com/repos/redsnapper8t8/talexample","redsnapper8t8","Dublin, Ireland",NA,"2008-04-07T20:32:49Z"
"BantouTV/talexample","2013-03-28T06:58:02Z","https://api.github.com/repos/BantouTV/talexample","BantouTV",NA,NA,"2013-03-26T06:39:17Z"
"ixalon/talexample","2013-03-27T21:50:52Z","https://api.github.com/repos/ixalon/talexample","ixalon","Edinburgh",NA,"2010-02-18T18:11:08Z"
"stevenjack/hubot","2014-12-05T07:56:35Z","https://api.github.com/repos/stevenjack/hubot","stevenjack","London","","2010-12-17T22:40:15Z"
"joshrp/hubot","2014-02-25T11:45:06Z","https://api.github.com/repos/joshrp/hubot","joshrp","London","JustPark","2011-03-28T21:06:34Z"
"vinayNayak/hiring","2014-05-29T00:55:22Z","https://api.github.com/repos/vinayNayak/hiring","vinayNayak",NA,NA,"2012-05-11T19:11:10Z"
"pthyseba/hiring","2014-02-23T14:29:58Z","https://api.github.com/repos/pthyseba/hiring","pthyseba",NA,NA,"2014-02-23T13:57:12Z"
"charlier/fixturator","2015-05-03T01:53:48Z","https://api.github.com/repos/charlier/fixturator","charlier","UK",NA,"2009-10-25T17:49:33Z"
"joshrp/styleguide","2014-09-12T11:20:23Z","https://api.github.com/repos/joshrp/styleguide","joshrp","London","JustPark","2011-03-28T21:06:34Z"
"JonB/mobile-styleguide","2014-04-08T12:37:26Z","https://api.github.com/repos/JonB/mobile-styleguide","JonB","London","BBC Digital","2010-01-27T15:34:04Z"
"miguelgonz/styleguide","2014-04-04T10:25:11Z","https://api.github.com/repos/miguelgonz/styleguide","miguelgonz","London","BBC","2013-08-16T09:52:46Z"
"craigtaub/grafana-dashboards","2014-05-29T10:53:39Z","https://api.github.com/repos/craigtaub/grafana-dashboards","craigtaub","London",NA,"2013-02-11T14:12:36Z"
"joshrp/tviplayer-docker","2014-10-09T21:55:11Z","https://api.github.com/repos/joshrp/tviplayer-docker","joshrp","London","JustPark","2011-03-28T21:06:34Z"
"BBC-News/docker-metrics","2015-01-12T11:55:22Z","https://api.github.com/repos/BBC-News/docker-metrics","BBC-News","Broadcasting House, London",NA,"2012-02-02T11:31:25Z"
